"Token Value","Attribute Name","Attribute Setting",Description,Spec,Request
03ED,"USB Port 25",Enabled,"Enable USB port 25",3.008
03EE,"USB Port 26",Disabled,"Disable USB port 26",3.008
03EF,"USB Port 26",Enabled,"Enable USB port 26",3.008
03F0,"USB Port 27",Disabled,"Disable USB port 27",3.008
03F1,"USB Port 27",Enabled,"Enable USB port 27",3.008
03F2,"USB Port 28",Disabled,"Disable USB port 28",3.008
03F3,"USB Port 28",Enabled,"Enable USB port 28",3.008
03F4,"USB Port 29",Disabled,"Disable USB port 29",3.008
03F5,"USB Port 29",Enabled,"Enable USB port 29",3.008
03FA,"Dock Support on battery",Enabled,"allows user to use docking station without AC power",3.008
03FB,"Dock Support on battery",Disabled,"prohibits user to use docking station without AC power",3.008
03FC,"iRMT",Enabled,"Intel Ready Mode tech enabled",3.008
03FD,"iRMT",Disabled,"Intel Ready Mode tech disabled",3.008
03FE,"SD Card RO",Enabled,"SD Card read-only",3.008
03FF,"SD Card RO",Disabled,"SD Card writable",3.008
0400,"Back Camera",Disabled,"Disables the rearward facing camera",3.005,
0401,"Fn Lock",Enabled,"Permits the user to boot with the F1-F12 keys controlling their special features. The user will need to press <Fn> to make these keys act as F1-F12 when needed by software. The function of the <Fn> key is therefore inverted",3.005,
0402,"Fn Lock",Disabled,"Permits the user to boot with the F1-F12 behaving as F1-F12 keys respectively. The user will need to press <Fn> to make them control their associated special features",3.005,
0403,"Fn Lock Mode",Enabled,"Without holding <Fn>, the dual function keys behave as normally labeled. Holding <Fn> is required to access the Secondary functions",3.005,
0404,"Fn Lock Mode",Disabled,"The dual function keys control the Secondary functions. <Fn> is required to access the standard functions",3.005,
0405,"Fan Speed",Medium_High,"Fans run at medium-high speed",3.005,
0406,"Fan Speed",Medium_Low,"Fans run at medium-low speed",3.005,
0407,"Onboard Unmanaged NIC",Enabled,"Enable the secondary, unmanaged network interface card",3.005,
0408,"Onboard Unmanaged NIC",Disabled,"Disable the secondary, unmanaged network interface card",3.005,
0409,"Onboard Unmanaged NIC",Enabled_PXE,"Enable the secondary, unmanaged network interface card and support the preboot execution environment for network boot",3.005,
040A,"Stealth Mode Quiet Bluetooth",Unchanged,"Indictates the state the Bluetooth radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
040B,"Stealth Mode Quiet Bluetooth",TurnOff,"Indictates the state the Bluetooth radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
040C,"Stealth Mode Quiet Fans",Unchanged,"Indicates the state the fans are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
040D,"Stealth Mode Quiet Fans",TurnOff,"Indicates the state the fans are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
040E,"Stealth Mode Quiet GPS",Unchanged,"Indicates the state the GPS radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
040F,"Stealth Mode Quiet GPS",TurnOff,"Indicates the state the GPS radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0410,"Stealth Mode Quiet LCD",Unchanged,"Indicates the state the LCD screen backlight is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0411,"Stealth Mode Quiet LCD",TurnOff,"Indicates the state the LCD screen backlight is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0412,"Stealth Mode Quiet LEDs",Unchanged,"Indicates the state the system LEDs are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0413,"Stealth Mode Quiet LEDs",TurnOff,"Indicates the state the system LEDs are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0414,"Stealth Mode Quiet Speakers",Unchanged,"Indicates the state the onboard speakers are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0415,"Stealth Mode Quiet Speakers",TurnOff,"Indicates the state the onboard speakers are to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0416,"Stealth Mode Quiet WLAN",Unchanged,"Indicates the state the WLAN (and WiGig) radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0417,"Stealth Mode Quiet WLAN",TurnOff,"Indicates the state the WLAN (and WiGig) radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0418,"Stealth Mode Quiet WWAN",Unchanged,"Indicates the state the WLAN (and WiGig) radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
0419,"Stealth Mode Quiet WWAN",TurnOff,"Indicates the state the WLAN (and WiGig) radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.005,
041A,"Rear USB Ports",Enable,"Enable all rear USB ports",3.005,
041B,"Rear USB Ports",Disable,"Disable all rear USB ports",3.005,
041C,"Side USB Ports",Enable,"Enable all side USB ports",3.005,
041D,"Side USB Ports",Disable,"Disable all side USB ports",3.005,
041E,"SGX",Enable,"Enables Intel secure guard extensions",3.008,
041F,"SGX",Disable,"Disables Intel secure guard extensions",3.008,
0420,"SGX Memory Size",Value,"Selects the memory allocation size for SGX {0:32, 1:64, 2: 128}",3.008
0421,"PCI MMIO Size",Value,"Allocate memory mappied IO for PCI dynamically", 3.008
0422,"Front USB 3.0 ports",Enable,"Enable front USB 3.0 ports",3.008
0423,"Front USB 3.0 ports",Disable,"Disable front USB 3.0 ports",3.008
0424,"Rear USB 3.0 ports",Enable,"Enable rear USB 3.0 ports",3.008
0425,"Rear USB 3.0 ports",Disable,"Disable rear USB 3.0 ports",3.008
0426,"Dock Battery Charge Configuration",Standard,"Dock battery is charged over longer period of time",3.008
0427,"Dock Battery Charge Configuration",Express,"Dock battery is charged using Dell fast charging technology",3.008
0428,"Active State Power Management",Auto,"There is handshaking between device and PCI express hub to determine best ASPM mode supported",3.008
0429,"Active State Power Management",Disable,"ASPM is turned off at all times",3.008
042A,"Active State Power Management",L1,"ASPM uses L1 mode only",3.008
042B,"TPM Hash Algorithm",Value,"Selects the hash algorihm used for TPM2.0 measurements",3.008
042C,"CPU Snoop Mode",Early,"Early snoop: latency sensitive",3.008
042D,"CPU Snoop Mode",Home,"Home snoop: for high bandwidth",3.008
042E,"System Isochronous Mode",Enabled,"Ideal for AV streaming apps",3.008
042F,"System Isochronous Mode",Disabled,"Ideal for applications needing high memory bandwidth",3.008
0430,"CPU Snoop Mode",ClusterOnDie,"Recommended for NUMA optimized applications",3.009
0431,"WLAN Country Code",Value,"2 Byte WLAN country ID as defined in ISO/IEC 3166-1",3.009
0432,"BIOS Recovery from HDD",Enabled,"Enables BIOS to save recovery image to HDD",3.009
0433,"BIOS Recovery from HDD",Disabled,"Disables BIOS to save recovery image to HDD",3.009
0434,"Sign of Life Indication",Enabled,"System will indicate during POST that power button press has been ack'ed",3.009
0435,"Sign of Life Indication",Disabled,"System will not indicate during POST that power button press has been ack'ed",3.009
0436,"Data Wipe",Enabled,"Enables system BIOS to perform secure wipe of storage devices",3.009
0437,"Data Wipe",Disabled,"Disables system BIOS to perform secure wipe of storage devices",3.009
0438,"Touchscreen",Enabled,"Enables touchscreen",3.009
0439,"Touchscreen",Disabled,"Disables touchscreen",3.009
043A,"M2 PCIe SSD0",Enabled,"This setting enables M2 PCIe SSD0",3.009
043B,"M2 PCIe SSD0",Disabled,"This setting disables M2 PCIe SSD0",3.009
043C,"M2 PCIe SSD1",Enabled,"This setting enables M2 PCIe SSD1",3.009
043D,"M2 PCIe SSD1",Disabled,"This setting disables M2 PCIe SSD1",3.009
043E,"Long Life Cycle Secondary Battery",Enabled,"Bios shall change attached battery in secondary interface to permanent long life mode",3.009
043F,"Long Life Cycle Secondary Battery",Disabled,"Bios shall change attached battery in secondary interface to regular mode",3.009
0440,"Thunderbolt Boot Support",Enabled,"Enables the ability to boot from thunderbolt devices",3.009
0441,"Thunderbolt Boot Support",Disabled,"Disables the ability to boot from thunderbolt devices",3.009
0442,"Thunderbolt preboot modules",Enabled,"Enables OROMs and pre-boot UEFI drivers from thunderbolt devices",3.009
0443,"Thunderbolt preboot modules",Disabled,"Disables OROMs and pre-boot UEFI drivers from thunderbolt devices",3.009
0444,"Always allow dell docks",Enabled,"Allows Dell Type-C docks to function when thunderbolt is disabled",3.009
0445,"Always allow dell docks",Disabled,"Disallows Dell Type-C docks to function when thunderbolt is disabled",3.009
0446,"Wake on dock",Enabled,"Enables waking system when docking connection made",3.009
0447,"Wake on dock",Disabled,"Disables waking system when docking connection made",3.009
0448,"SFP",Disabled,"Disables small form factor pluggable device",3.009
0449,"SFP",EnabledPXE,"Enables small form factor pluggable device with PXE support",3.009
044A,"SFP",EnabledNoPXE,"Enables small form factor pluggable device without PXE support",3.009
044B,"SFP WOL",Enabled,Enables wake on small form factor pluggable network devices",3.009
044C,"SFP WOL",Disabled,Disables wake on small form factor pluggable network devices",3.009
044D,"Warnings and Errors",Prompt,POST will be stopped to have warnings and errors prompted by user input",3.009
044E,"Warnings and Errors",ContinueWarnings,POST will continue on warnings and errors prompted by user input",3.009
044F,"Warnings and Errors",ContinueAll,POST will continue on warnings and errors",3.009
0451,"Keyboard Backlight with AC",Value,"Defines timeout value for keyboard backlight when AC plugged into system",3.009
0452,"Keyboard Backlight with Battery",Value,"Defines timeout value for keyboard backlight when on battery",3.009
0453,"Lid Switch",Enabled,"Lid switch function will be enabled.  OS setting determines behavior when lid is closed",3.009
0454,"Lid Switch",Disabled,"Lid switch function will be disabled.  Display not affected when lid is closed",3.009
0455,"Serial port 3",Disabled,"Disables system's 3rd serial port",3.009
0456,"Serial port 3",Auto,"Enables auto configuration on system's 3rd serial port",3.009
0457,"Serial port 4",Disabled,"Disables system's 4th serial port",3.009
0458,"Serial port 4",Auto,"Enables auto configuration on system's 4th serial port",3.009
0459,"Serial port 5",Disabled,"Disables system's 5th serial port",3.009
045A,"Serial port 5",Auto,"Enables auto configuration on system's 5th serial port",3.009
045B,"Serial port 6",Disabled,"Disables system's 6th serial port",3.009
045C,"Serial port 6",Auto,"Enables auto configuration on system's 6th serial port",3.009
045D,"CPU Snoop Mode",Opportunistic,"Good balance of latency and bandwidth",3.009
4000,"Correctable Memory Event Base Rate",Value,"Identifies the base rate that the BIOS uses to determine the frequency at which correctable memory 'threshold exceeded' events are logged. The value applies to a 512MB memory module, and is specified is the maximum acceptable count, e.g. if the value is specified as 05h then a 'threshold exceeded' event will be logged if a memory module receives 6 correctable events. Note: Any update to this value takes effect immediately. If the value is smaller than the system's default, the BIOS forces the value to the system default on the next system boot and uses the system default value for any logging activities during the current system boot.",,
4001,"Memory Diagnostic",Present,"The memory diagnostic sets this token when it starts its tests to instruct the BIOS to reduce its correctable memory event threshold to zero (i.e. every correctable event is logged as a threshold exceeded event). This value is not reset to the Absent status by the BIOS on each system boot; therefore, it is the utility's responsibility to reset this value to 'Absent.' Note: This token is provided separately from the Correctable Memory Event Base Rate, since the product support group might have set the rate for the system based on a customer call and the diagnostic's processing shouldn't overwrite that value. Note 2: This token is in a checksum area. A utility changing the value of this token must update the checksum of the CMOS region where this token is defined.",,
4002,"Memory Diagnostic",Absent,"The memory diagnostic sets this token when it completes its tests to instruct the BIOS to use the value specified by the Correctable Memory Event Base Rate token. Note: This token is in a checksum area. A utility changing the value of this token must update the checksum of the CMOS region where this token is defined.",,
4003,"Correctable Memory Event",Reset,"The memory diagnostic sets this write-only token at the start of a test sequence, to indicate that correctable memory event occurrence tracking is restarted. At the end of the test sequence, the diagnostic reads the 'Correctable Memory Event|Occurred' token to see if any correctable memory events occurred during the test.",,
4004,"Correctable Memory Event",Occurred,"The BIOS sets this token to indicate that a correctable memory event (a single correction, not a threshold-exceeded event) has occurred since the last time the 'Correctable Memory Event|Reset' token was set during this system boot. This token is read-only to non-BIOS software. The BIOS resets this value each time the system boots.",,
4005,"Available for assignment by Server BIOS",,,,
4006,"Front Bezel Intrusion Reporting",Enable,"Enables the embedded system management (ESM) to monitor and log front bezel intrusion conditions.",,
4007,"Front Bezel Intrusion Reporting",Disable,"Disables the ESM's monitoring and logging of front bezel intrusion conditions.",,
4008,"Primary IDE Controller, Master Device",Auto,"Enable the auto-configuration of the master device on the system's primary IDE controller.",,
4009,"Primary IDE Channel, Master Device",Off,"Disable the master device on the system's primary IDE channel.",,
400A,"Primary IDE Channel, Slave Device",Auto,"Enable the auto-configuration of the slave device on the system's primary IDE channel.",,
400B,"Primary IDE Channel, Slave Device",Off,"Disable the slave device on the system's primary IDE channel.",,
400C,"Secondary IDE Channel, Master Device",Auto,"Enable the auto-configuration of the master device on the system's secondary IDE channel.",,
400D,"Secondary IDE Channel, Master Device",Off,"Disable the master device on the system's secondary IDE channel.",,
400E,"Secondary IDE Channel, Slave Device",Auto,"Enable the auto-configuration of the slave device on the system's secondary IDE channel.",,
400F,"Secondary IDE Channel, Slave Device",Off,"Disable the slave device on the system's secondary IDE channel.",,
4010,"Tertiary IDE Channel, Master Device",Auto,"Enable the auto-configuration of the master device on the system's tertiary IDE channel.",,
4011,"Tertiary IDE Channel, Master Device",Off,"Disable the master device on the system's tertiary IDE channel.",,
4012,"Tertiary IDE Channel, Slave Device",Auto,"Enable the auto-configuration of the slave device on the system's tertiary IDE channel.",,
4013,"Tertiary IDE Channel, Slave Device",Off,"Disable the slave device on the system's tertiary IDE channel.",,
4014,"IDE RAID",On,"Enables the embedded IDE RAID",,
4015,"IDE RAID",Off,"Disables the embedded IDE RAID",,
4016,"Embedded Fibre Channel Controller",Enable,"Enables the embedded Fibre Channel controller and its boot ROM, if present.",,
4017,"Embedded Fibre Channel Controller",Disable,"Disables the embedded Fibre Channel controller, freeing the hardware resources required for the device.",,
4018,"Embedded InfiniBand Controller",Enable,"Enables the embedded InfiniBand controller and its boot ROM, if present.",,
4019,"Embedded InfiniBand Controller",Disable,"Disables the embedded InfiniBand controller, freeing the hardware resources required for the device.",,
401A,"Console Redirection Emulation Type",VT100,"The BIOS console redirection, if enabled, operates in VT100 emulation model. See also tokens BFh, C0h, and D7h.",,
401B,"Console Redirection Emulation Type",ANSI,"The BIOS console redirection, if enabled, operates in ANSI emulation model. See also tokens BFh, C0h, and D7h.",,
401C,"Console Redirection After Boot",Enabled,"The BIOS console redirection, if enabled, continues to operate after the OS boot hand-off. See also tokens BFh, C0h, D7h, 401Ah and 401Bh.",,
401D,"Console Redirection After Boot",Disabled,"The BIOS console redirection, if enabled, operates during the BIOS boot only and is disabled prior to OS boot hand-off. See also tokens BFh, C0h, D7h, 401Ah and 401Bh.",,
401E,"Second Built-in IDE Controller",On,"Enables the second embedded IDE controller in the system. Note: This token is applicable only when the first IDE controller (tokens 03h, 04h) is also supported.",,
401F,"Second Built-in IDE Controller",Off,"Disables the second embedded IDE controller in the system.",,
4020,"Memory Interleaving",Enabled,"(Read-only) Memory interleaving is enabled in the current configuration.",,
4021,"Memory Interleaving",Disabled,"(Read-only) Memory interleaving is disabled in the current configuration.",,
4022,"Force PXE as First Boot Device",Enabled,"Whenever the BIOS boots the system, the first PXE-capable device is inserted as the first device in the boot sequence. Enabling this feature causes the BIOS operation to occur on the next and all subsequent boots and causes a change in the system's defined boot sequence (unlike tokens 93h and 94h). The BIOS chooses the first PXE-capable device as the system's onboard network controller, if present and enabled, or the first bootable network device found in the system's standard PCI search order — whichever comes first.",,
4023,"Force PXE as First Boot Device",Disabled,"The PXE boot override is disabled and the system boot sequence is in effect.",,
4024,"Embedded NIC1 and NIC2",Enabled,"The BIOS enables the primary and secondary NIC during setup. The hardware has a single control line for both NICs.",,
4025,"Embedded NIC1 and NIC2",Disabled,"The BIOS disables the primary and secondary NIC during setup. The hardware has a single control line for both NICs.",,
4026,"Manufacturing Mode",Enabled,"Enable the manufacturing mode to bypass POST tasks/memory tests and F1/F2 prompts on specific error messages. Used by Manufacturing; not for general customer use.",,
4027,"Manufacturing Mode",Disabled,"Disable the manufacturing mode to bypass POST tasks/memory tests and F1/F2 prompts on specific error messages. Used by Manufacturing; not for general customer use.",,
4028,"Remote Configuration Interface Request","Present (or Pending)","Request for BIOS to process the RCI (Remote Configuration Interface) structure information on the next reboot. BIOS will clear this bit after servicing this request on next reboot.",,
4029,"Remote Configuration Interface Request","Absent (or Cleared)","No request for BIOS to process the RCI (Remote Configuration Interface) structure information on the next reboot. This is the default setting by BIOS at IPL.",,
402A,"CPU Sequential Memory Access",Enabled,"Enable CPU Sequential Memory Access on 'Prestonia and Gallatin Technology' CPUs. Enabled is default. This token is available when the system has: Prestonia CPU - 2 processors with C1 stepping and above with 2.6 GHz speed and above Gallatin CPU - 2 processors with B1 stepping and above with all speeds",,
402B,"CPU Sequential Memory Access",Disabled,"Disable CPU Sequential Memory Access on 'Prestonia and Gallatin Technology' CPUs. Enabled is default. This token is available when the system has: Prestonia CPU - 2 processors with C1 stepping and above with 2.6 GHz speed and above Gallatin CPU - 2 processors with B1 stepping and above with all speeds",,
402C,"Serial ATA Controller Card",Enabled,"Enable PCI Serial ATA controller (PCI daughter card).",,
402D,"Serial ATA Controller Card",Disabled,"Disable PCI Serial ATA controller (PCI daughter card).",,
402E,"Serial Port 1","BMC Serial","Configure the system's first/only built-in serial port to respond as COM1. The Base Management Controller (BMC) controls traffic between the OS and BMC.",,
402F,"Serial Port 1","BMC NIC","Configure the system's first/only built-in serial port to respond as COM1. This built-in serial port is connected to the Base Management Controller (BMC).",,
4030,"Serial Port 1",RAC,"Configure the system's first/only built-in serial port to respond as COM1. This built-in serial port is connected to the Remote Access Controller (RAC).",,
4031,"POST Extended Memory Test",Enabled,"Enables BIOS to test all of extended memory during POST.",1.5h,
4032,"POST Extended Memory Test",Disabled,"Disables BIOS from testing extended memory during POST.",1.5h,
4033,"Console Redirection Failsafe BAUD Rate",115200,"Console Redirection uses Autobaud to detect the baud rate. If the autobaud detect fails, the baud rate will be set to 115,200 bits per second.",1.5h,
4034,"Console Redirection Failsafe BAUD Rate",57600,"Console Redirection uses Autobaud to detect the baud rate. If the autobaud detect fails, the baud rate will be set to 57,600 bits per second.",1.5h,
4035,"Console Redirection Failsafe BAUD Rate",19200,"Console Redirection uses Autobaud to detect the baud rate. If the autobaud detect fails, the baud rate will be set to 19,200 bits per second.",1.5h,
4036,"Console Redirection Failsafe BAUD Rate",9600,"Console Redirection uses Autobaud to detect the baud rate. If the autobaud detect fails, the baud rate will be set to 9,600 bits per second.",1.5h,
4037,"SCSI/RAID OPROM Initialization",Enabled,"Enables SCSI/RAID option ROM initialization during POST. Used by Manufacturing; not for general customer use.",1.5i,
4038,"SCSI/RAID OPROM Initialization",Disabled,"Disables SCSI/RAID option ROM initialization during POST. Used by Manufacturing; not for general customer use.",1.5i,
4039,"Console Redirection","BMC SOL","Console Redirection On, output to the Baseboard Management Controller (BMC) and allows the customer to route the console to the Serial Over LAN (SOL). Also see tokens BFh, 401Ah, 401Bh, 401Ch, 401Dh, 4033h, 4034h, 4035h, and 4036h.",1.5i,
403A,"Console Redirection",MMB,"Console Redirection On, output to the Modular Management Board (MMB). Also see tokens BFh, 401Ah, 401Bh, 401Ch, 401Dh, 4033h, 4034h, 4035h, 4036h, and 4039h.",1.5i,
403B,"Serial Port 1",COM1/BMC,"Serial Port1 option in 8g controls the mode of the serial communication between UART, the serial connector and BMC. As per customer request a new mode is added in 8G. This mode will be called 'COM1/BMC'and if set BMC will snoop the serial traffic between the COM1 and the serial DB9 connector.",2.001,
403C,"Hard-Disk Failover",Off,"This field specifies which devices in the Hard-Disk Drive Sequence menu are attempted in the boot sequence. When set to OFF (default), only the first device in the list is attempted. This field only has effect if there is more than one hard-disk drive in the system.",2.001,
403D,"Hard-Disk Failover",On,"This field specifies which devices in the Hard-Disk Drive Sequence menu are attempted in the boot sequence.When set to ON, all devices are attempted in order, as listed in the Hard-Disk Drive Sequence.This field only has effect if there is more than one hard-disk drive in the system.",2.001,
403E,"Clear System Event Log",No,"'No' prevents the system event log from being cleared on the next boot.",2.001,
403F,"Clear System Event Log",Yes,"'Yes' causes the system event log to be cleared on the next boot (at which time this field's setting will be changed to 'No').",2.001,
4040,"Snoop Filter",Disabled,"Allow user the ability to disable the Greencreek Snoop Filter chipset option from BIOS setup. There are some applications that may have lower performance with the chipset feature enabled.",2.001,
4041,"Snoop Filter",Enabled,"Allow user the ability to enable the Greencreek Snoop Filter chipset option from BIOS setup. There are some applications that may have lower performance with the chipset feature enabled.",2.001,
4042,"Boot Sequence Retry",Disabled,"Enables/Disables the Boot Sequence Retry feature. When set to Enabled, the system will re-attempt the Boot Sequence after a 30 seconds timeout if the last boot attempt has failed.",2.002,
4043,"Boot Sequence Retry",Enabled,"Enables/Disables the Boot Sequence Retry feature. When set to Enabled, the system will re-attempt the Boot Sequence after a 30 seconds timeout if the last boot attempt has failed.",2.002,
4044,"System Interrupts Assignment",Standard,"This field controls the interrupt assignment of PCI devices in the system. When set to distributed, the interrupt routing will be swizzled to minimize IRQ sharing.",2.002,
4045,"System Interrupts Assignment",Distributed,"This field controls the interrupt assignment of PCI devices in the system. When set to distributed, the interrupt routing will be swizzled to minimize IRQ sharing.",2.002,
4046,"TXT PCI Device Hide",Disabled,"When enabled hide system specific non-used PCI devices/ports prior to PCI enumeration",3.001,
4047,"TXT PCI Device Hide",Enabled,"When enabled hide system specific non-used PCI devices/ports prior to PCI enumeration",3.001,
8000,"Chassis Intrusion",Tripped,"Read-only The intrusion sensor detected that the chassis door was opened since the last time the sensor-detection logic was reset. This status is reset via the Trip Reset token. If the token's read returns the token-table defined value, the intrusion sensor has been tripped; otherwise, the sensor has not been tripped.",,
8000,"Chassis Intrusion",Tripped,"Read-only The intrusion sensor detected that the chassis door was opened since the last time the sensor-detection logic was reset. This status is reset via the Trip Reset token. If the token's read returns the token-table defined value, the intrusion sensor has been tripped; otherwise, the sensor has not been tripped.",,
8001,"Chassis Intrusion","Not Tripped","Read-only The intrusion sensor has not detected a chassis door open since the last time the sensor-detection logic was reset.",,
8002,"Chassis Intrusion","Door Open","Read-only The chassis door is currently open.",,
8003,"Chassis Intrusion","Door Closed","Read-only The chassis door is currently closed.",,
8004,Power-off,Requested,"Read/Write (exception) A system power-off has been requested by the hardware (i.e. a user has pressed the system power-off button) or the management software. If the system-management instrumentation has set the Management Driver|Present attribute (without legacy masking), the management code polls this attribute periodically to provide an orderly system shutdown when a system power-off is requested. System-management software writes this token prior to resetting the system to cause the system BIOS to force a system power-down. This feature is used in Windows NT 4.0 to cause the system to power-off (since an NT shutdown simply returns the system to the logon window). Note: This token is an exception to the token numbering scheme, due to legacy implementations.",,
8005,"System Check",OK,"Read-only. Identifies whether any of the system's management hardware sensors have reported a system problem since the last read of this token. If the token's read does not return the token-table defined value, management software must enumerate each of the system-specific management hardware elements to determine the warning or failure cause."
8006,"Error Log Updated by BIOS",Yes,"Read-only. If this token reads 'true', the BIOS has updated the error log.",,
8007,"Single-bit Error Logging Stopped",Yes,"Read-only. If this token reads 'true', the BIOS has stopped logging single-bit (correctable) memory errors.",,
8008,"Error Logging Stopped",Yes,"Read-only. If this token reads 'true', the BIOS has stopped logging errors.",,
8009,"FBD Memory Test State","Normal Memory Configuration","Those tokens are read only. BIOS sets those token values according to the FBD Memory IBIST and MBIST Request tokens. Those tokens will not exist in the SMBIOS table type 0D4h if the system does not support FBD Memory IBIST and MBIST.",,
800A,"FBD Memory Test State","Memory Configuration 0","Those tokens are read only. BIOS sets those token values according to the FBD Memory IBIST and MBIST Request tokens. Those tokens will not exist in the SMBIOS table type 0D4h if the system does not support FBD Memory IBIST and MBIST.",,
800B,"FBD Memory Test State","Memory Configuration 1","Those tokens are read only. BIOS sets those token values according to the FBD Memory IBIST and MBIST Request tokens. Those tokens will not exist in the SMBIOS table type 0D4h if the system does not support FBD Memory IBIST and MBIST.",,
800C,"Trusted Platform Module",Deactivated,"Token for reporting the current activation state of the TPM.",2.005,192
800D,"Signed Firmware Update",Disabled,"This token reports "true" if the Signed Firmware Update feature is in the Disabled state",3.002,
800E,"Trusted Platform Module",Owned,"Reports true if TPM owned, false if TPM not owned",3.008
800F,"Support Assist",MajorMinorVersion,"Reports major version in byte 1, minor version in byte0",3.008
A000,"Chassis Intrusion","Trip Reset","Write-only Resets the sensor-detection logic to detect the next closed-to-open transition on the chassis door."
A001,"Chassis Intrusion","Sequence Complete","Write-only The system-management instrumentation writes this attribute once the operating-system shutdown has been initiated to instruct the BIOS to complete the previously-requested system power-off sequence."
A002,"Trusted Platform Module",Enable,"Write-only TPM is a hardware device to provide a secure storage module for use in a Trusted Computing OS environment. Setting the enable state will expose the TPM to the system. Used by Manufacturing; not for general customer use."
A003,"Trusted Platform Module",Disable,"Write-only TPM is a hardware device to provide a secure storage module for use in a Trusted Computing OS environment. Setting the disable state will cause the BIOS to hardware disable the TPM at the next boot, and the TPM will NOT appear as installed hardware. Used by Manufacturing; not for general customer use."
